City,State,Abbrev,Latitude,Longitude,Per_1k,Population,Total
Tooele,UTAH,UT,40.5308,-112.2983,1.169257094,35065,41
Tremonton,UTAH,UT,41.7119,-112.1655,1.369237791,8764,12
Vernal,UTAH,UT,40.4555,-109.5287,2.193819153,10484,23
Washington,UTAH,UT,37.2393,-113.5258,1.191120736,27705,33
West Bountiful,UTAH,UT,40.8938,-111.9018,1.928133216,5705,11
West Jordan,UTAH,UT,40.6097,-111.9391,1.265252357,115392,146
West Valley,UTAH,UT,,,1.823060992,137132,250
Willard,UTAH,UT,41.4091,-112.0361,4.273504274,1872,8
Woods Cross,UTAH,UT,40.8717,-111.8926,1.637931034,11600,19
Barre,VERMONT,VT,44.197,-72.502,2.440441604,8605,21
Barre Town,VERMONT,VT,,,1.039906408,7693,8
Bellows Falls,VERMONT,VT,43.1337,-72.4439,3.675242232,2993,11
Bennington,VERMONT,VT,42.8783,-73.1972,2.147651007,14900,32
Berlin,VERMONT,VT,44.2142,-72.6145,3.21888412,2796,9
Bradford,VERMONT,VT,43.9926,-72.129,0.741564702,2697,2
Brandon,VERMONT,VT,43.7981,-73.0876,1.858736059,3766,7
Brattleboro,VERMONT,VT,42.8509,-72.5579,3.2427695,11410,37
Brighton,VERMONT,VT,44.815,-71.882,0.846023689,1182,1
Bristol,VERMONT,VT,44.1334,-73.079,0.771010023,3891,3
Burlington,VERMONT,VT,44.4724,-73.2115,3.198142708,42212,135
Canaan,VERMONT,VT,44.9962,-71.5384,1.078748652,927,1
Castleton,VERMONT,VT,43.6106,-73.1798,1.088139282,4595,5
Chester,VERMONT,VT,43.2629,-72.5951,1.996007984,3006,6
Colchester,VERMONT,VT,44.5477,-73.1557,2.021602264,17313,35
Dover,VERMONT,VT,42.9437,-72.804,6.622516556,1057,7
Essex,VERMONT,VT,44.512,-73.0596,1.513553181,21803,33
Fair Haven,VERMONT,VT,43.594,-73.2645,1.554001554,2574,4
Hardwick,VERMONT,VT,44.5037,-72.3678,2.808002808,2849,8
Hartford,VERMONT,VT,43.6606,-72.3384,3.031253266,9567,29
Hinesburg,VERMONT,VT,44.3292,-73.1107,0.873934892,4577,4
Killington,VERMONT,VT,43.6776,-72.7798,2.614379085,765,2
Ludlow,VERMONT,VT,43.3962,-72.7006,5.347593583,1870,10
Lyndonville,VERMONT,VT,44.5337,-72.0032,2.592912705,1157,3
Manchester,VERMONT,VT,43.1636,-73.0728,2.836879433,4230,12
Middlebury,VERMONT,VT,44.0142,-73.1671,1.973760594,8613,17
Milton,VERMONT,VT,44.6355,-73.1126,1.632801161,11024,18
Montpelier,VERMONT,VT,44.26,-72.5754,3.228410008,7434,24
Morristown,VERMONT,VT,44.5573,-72.6237,1.834862385,5450,10
Newport,VERMONT,VT,44.9358,-72.2045,4.001883239,4248,17
Northfield,VERMONT,VT,44.1512,-72.6565,1.332001332,6006,8
Norwich,VERMONT,VT,43.7131,-72.3074,1.513317191,3304,5
Pittsford,VERMONT,VT,43.7067,-73.0282,0.356379187,2806,1
Richmond,VERMONT,VT,44.4053,-72.9929,0.964320154,4148,4
Royalton,VERMONT,VT,43.8159,-72.5457,0.352733686,2835,1
Rutland,VERMONT,VT,43.6106,-72.9726,3.333333333,15300,51
Rutland Town,VERMONT,VT,,,0.735654733,4078,3
Shelburne,VERMONT,VT,44.3806,-73.2276,2.430599974,7817,19
South Burlington,VERMONT,VT,44.467,-73.171,2.432964075,19318,47
Springfield,VERMONT,VT,43.2984,-72.4823,2.369133574,8864,21
St. Albans,VERMONT,VT,,,4.426737494,6777,30
St. Johnsbury,VERMONT,VT,44.4192,-72.0151,2.095557418,7158,15
Stowe,VERMONT,VT,44.4656,-72.6849,2.669632925,4495,12
Swanton,VERMONT,VT,44.9181,-73.1243,1.067073171,6560,7
Thetford,VERMONT,VT,43.8213,-72.2545,1.173249902,2557,3
Vergennes,VERMONT,VT,44.1683,-73.2517,2.74833137,2547,7
Weathersfield,VERMONT,VT,43.3912,-72.4756,0.72859745,2745,2
Williston,VERMONT,VT,44.4376,-73.0682,1.840867253,9778,18
Wilmington,VERMONT,VT,42.8684,-72.8715,3.340757238,1796,6
Windsor,VERMONT,VT,43.4803,-72.3848,2.961208173,3377,10
Winhall,VERMONT,VT,43.1696,-72.929,12.32876712,730,9
Winooski,VERMONT,VT,44.495,-73.1828,2.765104383,7233,20
Woodstock,VERMONT,VT,43.6245,-72.5188,2.399725746,2917,7
Abingdon,VIRGINIA,VA,36.7096,-81.9775,3.396653667,7949,27
Alexandria,VIRGINIA,VA,38.8051,-77.047,2.509410289,162588,408
Altavista,VIRGINIA,VA,37.1118,-79.2856,3.511852502,3417,12
Amherst,VIRGINIA,VA,37.5851,-79.0514,2.734731085,2194,6
Appalachia,VIRGINIA,VA,36.9068,-82.7818,1.913265306,1568,3
Ashland,VIRGINIA,VA,37.7594,-77.4807,3.42813611,7876,27
Bedford,VIRGINIA,VA,37.3345,-79.5235,4.2865891,6532,28
Berryville,VIRGINIA,VA,39.1518,-77.9822,2.293052052,4361,10
Big Stone Gap,VIRGINIA,VA,36.8818,-82.7471,2.492809204,5215,13
Blacksburg,VIRGINIA,VA,37.2297,-80.4137,1.694424007,44853,76
Blackstone,VIRGINIA,VA,37.0804,-77.9972,3.861003861,3367,13
Bluefield,VIRGINIA,VA,37.2526,-81.2712,4.325259516,4624,20
Bowling Green,VIRGINIA,VA,38.0496,-77.3466,0.85106383,1175,1
Bridgewater,VIRGINIA,VA,38.3821,-78.9767,1.469387755,6125,9
Bristol,VIRGINIA,VA,36.5965,-82.1885,4.333955336,16613,72
Broadway,VIRGINIA,VA,38.6133,-78.7993,1.279426817,3908,5
Brookneal,VIRGINIA,VA,37.0501,-78.9442,0.907441016,1102,1
Buena Vista,VIRGINIA,VA,37.7343,-79.3539,2.710459184,6272,17
Burkeville,VIRGINIA,VA,37.1877,-78.2014,2.487562189,402,1
Cape Charles,VIRGINIA,VA,37.2679,-76.0174,5.946481665,1009,6
Cedar Bluff,VIRGINIA,VA,37.0876,-81.759,1.978239367,1011,2
Charlottesville,VIRGINIA,VA,38.0293,-78.4767,2.881547803,48585,140
Chase City,VIRGINIA,VA,36.7993,-78.4586,4.506534475,2219,10
Chatham,VIRGINIA,VA,36.8257,-79.3981,2.092050209,1434,3
Chesapeake,VIRGINIA,VA,36.7184,-76.2467,2.141884363,242310,519
Chilhowie,VIRGINIA,VA,36.7984,-81.6823,3.492433062,1718,6
Chincoteague,VIRGINIA,VA,37.9332,-75.3788,4.859423811,2881,14
Christiansburg,VIRGINIA,VA,37.1299,-80.4089,2.94065229,22444,66
Clarksville,VIRGINIA,VA,36.624,-78.5569,6.808510638,1175,8
Clifton Forge,VIRGINIA,VA,37.8162,-79.8245,3.405221339,3524,12
Clintwood,VIRGINIA,VA,37.1501,-82.456,3.051106026,1311,4
Coeburn,VIRGINIA,VA,36.944,-82.464,3.721424774,1881,7
Colonial Beach,VIRGINIA,VA,38.2546,-76.9636,3.348214286,3584,12
Colonial Heights,VIRGINIA,VA,37.2536,-77.4012,3.136025088,17857,56
Covington,VIRGINIA,VA,37.7935,-79.9939,4.943244233,5462,27
Crewe,VIRGINIA,VA,37.1732,-78.1233,3.254300325,2151,7
Culpeper,VIRGINIA,VA,38.4732,-77.9967,2.892185743,18671,54
Damascus,VIRGINIA,VA,36.6337,-81.7837,5.076142132,788,4
Danville,VIRGINIA,VA,36.586,-79.395,3.285843898,40781,134
Dayton,VIRGINIA,VA,38.4148,-78.9386,1.857585139,1615,3
Dublin,VIRGINIA,VA,37.1057,-80.6853,2.999625047,2667,8
Dumfries,VIRGINIA,VA,38.5676,-77.328,2.659069326,5265,14
Elkton,VIRGINIA,VA,38.4079,-78.6236,1.748251748,2860,5
Emporia,VIRGINIA,VA,36.686,-77.5425,6.944444444,5184,36
Exmore,VIRGINIA,VA,37.5318,-75.823,4.329004329,1386,6
Fairfax City,VIRGINIA,VA,,,3.338966981,24259,81
Falls Church,VIRGINIA,VA,38.8823,-77.1711,2.68744961,14884,40
Farmville,VIRGINIA,VA,37.3021,-78.3919,3.728464901,7778,29
Franklin,VIRGINIA,VA,36.6777,-76.9225,4.567901235,8100,37
Fredericksburg,VIRGINIA,VA,38.2968,-77.4834,3.250458176,28919,94
Front Royal,VIRGINIA,VA,38.9179,-78.1918,3.32117739,15356,51
Galax,VIRGINIA,VA,36.6612,-80.924,5.946028358,6559,39
Gate City,VIRGINIA,VA,36.6379,-82.581,2.118644068,1888,4
Glade Spring,VIRGINIA,VA,36.7912,-81.7712,0.702247191,1424,1
Glasgow,VIRGINIA,VA,37.634,-79.4503,0.904159132,1106,1
Glen Lyn,VIRGINIA,VA,37.3682,-80.8642,10,100,1
Gordonsville,VIRGINIA,VA,38.1374,-78.1878,4.358655044,1606,7
Gretna,VIRGINIA,VA,36.9528,-79.3602,2.489626556,1205,3
Grottoes,VIRGINIA,VA,38.2674,-78.8259,1.777461785,2813,5
Grundy,VIRGINIA,VA,37.2779,-82.099,6.543075245,917,6
Halifax,VIRGINIA,VA,36.766,-78.9283,4.101722724,1219,5
Hampton,VIRGINIA,VA,37.0301,-76.3452,2.769380062,133965,371
Harrisonburg,VIRGINIA,VA,38.4493,-78.8689,2.205252511,54869,121
Haymarket,VIRGINIA,VA,38.8121,-77.6367,3.440366972,1744,6
Haysi,VIRGINIA,VA,37.2054,-82.294,6.25,480,3
Herndon,VIRGINIA,VA,38.9695,-77.3859,2.712880107,24697,67
Hillsville,VIRGINIA,VA,36.7626,-80.7348,4.160363086,2644,11
Honaker,VIRGINIA,VA,37.0162,-81.9743,2.978406552,1343,4
Hopewell,VIRGINIA,VA,37.3043,-77.2872,3.501462636,22562,79
Hurt,VIRGINIA,VA,37.0926,-79.2964,2.429149798,1235,3
Independence,VIRGINIA,VA,36.6223,-81.1509,2.234636872,895,2
Jonesville,VIRGINIA,VA,36.689,-83.111,3.198294243,938,3
Kenbridge,VIRGINIA,VA,36.9621,-78.125,4.173622705,1198,5
Kilmarnock,VIRGINIA,VA,37.7104,-76.3797,3.55366027,1407,5
La Crosse,VIRGINIA,VA,36.7001,-78.0997,1.742160279,574,1
Lawrenceville,VIRGINIA,VA,36.7576,-77.8469,5.976095618,1004,6
Lebanon,VIRGINIA,VA,36.9009,-82.0801,4.396984925,3184,14
Leesburg,VIRGINIA,VA,39.1154,-77.5645,1.695520257,56030,95
Lexington,VIRGINIA,VA,37.784,-79.4428,2.958579882,7098,21
Louisa,VIRGINIA,VA,38.025,-78.0036,3.57568534,1678,6
Luray,VIRGINIA,VA,38.6655,-78.46,2.704952143,4806,13
Lynchburg,VIRGINIA,VA,37.4138,-79.1422,2.303836869,81603,188
Manassas,VIRGINIA,VA,38.7509,-77.4753,2.817035905,41888,118
Manassas Park,VIRGINIA,VA,38.784,-77.4697,2.250918138,16882,38
Marion,VIRGINIA,VA,36.8348,-81.5148,3.918076581,5615,22
Martinsville,VIRGINIA,VA,36.6915,-79.8725,3.838771593,13025,50
Middleburg,VIRGINIA,VA,38.969,-77.7355,7.963594994,879,7
Middletown,VIRGINIA,VA,39.0276,-78.2806,2.93040293,1365,4
Mount Jackson,VIRGINIA,VA,38.7459,-78.6422,2.857142857,2100,6
Narrows,VIRGINIA,VA,37.3315,-80.8112,2.564102564,1950,5
New Market,VIRGINIA,VA,38.6479,-78.6714,2.227171492,2245,5
Newport News,VIRGINIA,VA,37.0168,-76.4505,3.172311927,178734,567
Norfolk,VIRGINIA,VA,36.8465,-76.2916,3.278124962,244347,801
Norton,VIRGINIA,VA,36.9337,-82.6299,6.13183444,3914,24
Occoquan,VIRGINIA,VA,38.6837,-77.2603,0.911577028,1097,1
Onancock,VIRGINIA,VA,37.7118,-75.7491,4.105090312,1218,5
Onley,VIRGINIA,VA,37.691,-75.716,9.960159363,502,5
Orange,VIRGINIA,VA,38.2454,-78.1108,3.389154705,5016,17
Parksley,VIRGINIA,VA,37.7826,-75.6535,3.671970624,817,3
Pearisburg,VIRGINIA,VA,37.3265,-80.7351,2.648505486,2643,7
Pembroke,VIRGINIA,VA,37.3196,-80.6391,2.767527675,1084,3
Pennington Gap,VIRGINIA,VA,36.7584,-83.0271,3.464203233,1732,6
Petersburg,VIRGINIA,VA,37.2279,-77.4019,3.516218956,31568,111
Poquoson,VIRGINIA,VA,37.1224,-76.3458,1.998168346,12011,24
Portsmouth,VIRGINIA,VA,36.8354,-76.2983,3.714789106,94218,350
Pound,VIRGINIA,VA,37.1237,-82.6013,3.194888179,939,3
Pulaski,VIRGINIA,VA,37.0479,-80.7798,3.669724771,8720,32
Purcellville,VIRGINIA,VA,39.1368,-77.7147,1.684836472,10090,17
Quantico,VIRGINIA,VA,38.5223,-77.2936,1.890359168,529,1
Radford,VIRGINIA,VA,37.1318,-80.5764,2.640894533,17797,47
Remington,VIRGINIA,VA,38.5334,-77.8084,1.550387597,645,1
Rich Creek,VIRGINIA,VA,37.3824,-80.8225,1.344086022,744,1
Richlands,VIRGINIA,VA,37.0931,-81.7932,4.185692542,5256,22
Richmond,VIRGINIA,VA,37.5385,-77.4343,3.657682656,229927,841
Roanoke,VIRGINIA,VA,37.271,-79.9414,3.088702745,100042,309
Rocky Mount,VIRGINIA,VA,36.9962,-79.8909,5.249895002,4762,25
Rural Retreat,VIRGINIA,VA,36.8937,-81.2759,0.68540096,1459,1
Salem,VIRGINIA,VA,37.2934,-80.0547,3.237992445,25942,84
Saltville,VIRGINIA,VA,36.8815,-81.7621,3.632589517,1927,7
Shenandoah,VIRGINIA,VA,38.4851,-78.625,2.590673575,2316,6
Smithfield,VIRGINIA,VA,36.9824,-76.6311,2.740705434,8392,23
South Boston,VIRGINIA,VA,36.6987,-78.9014,4.015023961,7721,31
South Hill,VIRGINIA,VA,36.7265,-78.1291,5.293440736,4345,23
St. Paul,VIRGINIA,VA,36.9054,-82.311,6.841505131,877,6
Stanley,VIRGINIA,VA,38.5754,-78.5025,3.028467595,1651,5
Staunton,VIRGINIA,VA,38.1493,-79.0716,2.562642369,24584,63
Stephens City,VIRGINIA,VA,39.0834,-78.2181,1.976284585,2024,4
Strasburg,VIRGINIA,VA,38.9887,-78.3586,2.860153545,6643,19
Suffolk,VIRGINIA,VA,36.7282,-76.5836,2.543576643,90817,231
Tangier,VIRGINIA,VA,37.8262,-75.9916,1.412429379,708,1
Tappahannock,VIRGINIA,VA,37.9254,-76.8591,4.137360364,2417,10
Tazewell,VIRGINIA,VA,37.1148,-81.5196,3.584229391,4185,15
Timberville,VIRGINIA,VA,38.639,-78.7739,2.253944403,2662,6
Victoria,VIRGINIA,VA,36.9949,-78.2272,2.452483139,1631,4
Vienna,VIRGINIA,VA,38.9013,-77.2652,3.06122449,16660,51
Vinton,VIRGINIA,VA,37.281,-79.897,3.219016962,8077,26
Virginia Beach,VIRGINIA,VA,36.853,-75.9774,2.113077355,451001,953
Warrenton,VIRGINIA,VA,38.7135,-77.7954,2.219531881,9912,22
Warsaw,VIRGINIA,VA,37.9587,-76.758,3.369272237,1484,5
Waverly,VIRGINIA,VA,37.036,-77.0953,6.578947368,1976,13
Waynesboro,VIRGINIA,VA,38.0677,-78.8902,2.581219404,22470,58
Weber City,VIRGINIA,VA,36.6229,-82.5621,3.267973856,1224,4
West Point,VIRGINIA,VA,37.5315,-76.7964,3.322259136,3311,11
White Stone,VIRGINIA,VA,37.6485,-76.3891,6.024096386,332,2
Williamsburg,VIRGINIA,VA,37.2707,-76.7075,2.698966493,15191,41
Winchester,VIRGINIA,VA,39.1858,-78.1631,3.021899886,28128,85
Windsor,VIRGINIA,VA,36.8085,-76.7441,2.196997437,2731,6
Wise,VIRGINIA,VA,36.9759,-82.5757,4.384485666,2965,13
Woodstock,VIRGINIA,VA,38.8818,-78.5058,3.822629969,5232,20
Wytheville,VIRGINIA,VA,36.948,-81.087,3.513615259,7969,28
Aberdeen,WASHINGTON,WA,46.9754,-123.8157,3.230919288,16404,53
Airway Heights,WASHINGTON,WA,47.6446,-117.5933,2.311502477,9085,21
Algona,WASHINGTON,WA,47.2784,-122.2542,3.118178983,3207,10
Anacortes,WASHINGTON,WA,48.502,-122.6237,1.926444834,17130,33
Arlington,WASHINGTON,WA,48.1811,-122.139,1.649994844,19394,32
Asotin,WASHINGTON,WA,,,1.537279016,1301,2
Auburn,WASHINGTON,WA,47.3075,-122.2302,1.614449934,82381,133
Bainbridge Island,WASHINGTON,WA,47.6553,-122.5351,1.050972149,24739,26
Battle Ground,WASHINGTON,WA,45.7814,-122.5337,1.333206361,21002,28
Bellevue,WASHINGTON,WA,47.6144,-122.1923,1.42941741,146913,210
Bellingham,WASHINGTON,WA,48.7544,-122.4789,1.928875488,90208,174
Black Diamond,WASHINGTON,WA,47.3083,-122.0038,2.234137623,4476,10
Blaine,WASHINGTON,WA,48.9881,-122.7436,2.591632729,5402,14
Bonney Lake,WASHINGTON,WA,47.187,-122.1702,1.604379011,21192,34
Bothell,WASHINGTON,WA,47.7599,-122.2068,1.918640999,46387,89
Bremerton,WASHINGTON,WA,47.5312,-122.734,1.541165988,41527,64
Brewster,WASHINGTON,WA,48.096,-119.7806,2.565198803,2339,6
Brier,WASHINGTON,WA,47.7845,-122.2743,1.146953405,6975,8
Buckley,WASHINGTON,WA,47.1622,-122.0277,2.036282858,5402,11
Burien,WASHINGTON,WA,47.4699,-122.3485,1.456245569,52189,76
Burlington,WASHINGTON,WA,48.4757,-122.3254,2.82837425,8839,25
Camas,WASHINGTON,WA,45.5911,-122.4122,1.257071025,23865,30
Carnation,WASHINGTON,WA,47.6475,-121.9129,1.348920863,2224,3
Castle Rock,WASHINGTON,WA,46.274,-122.9049,2.221235007,2251,5
Centralia,WASHINGTON,WA,46.7204,-122.9614,2.081045147,17299,36
Chehalis,WASHINGTON,WA,46.66,-122.9634,2.905057441,7573,22
Cheney,WASHINGTON,WA,47.4874,-117.5758,1.808887141,12715,23
Chewelah,WASHINGTON,WA,48.2763,-117.7155,2.27014756,2643,6
Clarkston,WASHINGTON,WA,46.4163,-117.0452,2.157206418,7417,16
Cle Elum,WASHINGTON,WA,47.1954,-120.9392,3.034389751,2966,9
Clyde Hill,WASHINGTON,WA,47.6316,-122.2181,2.97000297,3367,10
Colfax,WASHINGTON,WA,46.8802,-117.3643,1.714089818,2917,5
College Place,WASHINGTON,WA,46.0492,-118.388,1.715817694,9325,16
Colville,WASHINGTON,WA,48.5466,-117.9055,2.512036843,4777,12
Connell,WASHINGTON,WA,46.6635,-118.8611,1.214223764,5765,7
Cosmopolis,WASHINGTON,WA,46.9554,-123.7738,3.703703704,1620,6
Coulee Dam,WASHINGTON,WA,47.9654,-118.9761,1.858736059,1076,2
Coupeville,WASHINGTON,WA,48.2182,-122.6858,1.029866117,1942,2
Covington,WASHINGTON,WA,47.3658,-122.1002,1.119611868,21436,24
Des Moines,WASHINGTON,WA,47.3988,-122.3099,1.462174189,31460,46
Dupont,WASHINGTON,WA,47.0991,-122.6375,1.033271337,9678,10
Duvall,WASHINGTON,WA,47.7423,-121.9857,1.754385965,7980,14
East Wenatchee,WASHINGTON,WA,47.4157,-120.2931,1.702489891,14097,24
Eatonville,WASHINGTON,WA,46.8683,-122.2701,1.982160555,3027,6
Edgewood,WASHINGTON,WA,47.2318,-122.2844,0.868809731,11510,10
Edmonds,WASHINGTON,WA,47.8106,-122.3775,1.480089275,42565,63
Ellensburg,WASHINGTON,WA,46.9971,-120.5451,1.697710516,20616,35
Elma,WASHINGTON,WA,47.0034,-123.4088,2.266105536,3089,7
Enumclaw,WASHINGTON,WA,47.2048,-121.9916,2.52482747,11882,30
Ephrata,WASHINGTON,WA,47.3176,-119.5536,2.232696601,8062,18
Everett,WASHINGTON,WA,47.9673,-122.2014,2.070374738,111091,230
Everson,WASHINGTON,WA,48.9174,-122.3488,1.61849711,4325,7
Federal Way,WASHINGTON,WA,47.3135,-122.3393,1.585483112,97762,155
Ferndale,WASHINGTON,WA,48.8467,-122.5897,1.592908096,14439,23
Fife,WASHINGTON,WA,47.236,-122.3626,3.786407767,10300,39
Fircrest,WASHINGTON,WA,47.2317,-122.5143,1.315981869,6839,9
Forks,WASHINGTON,WA,47.9502,-124.3862,2.839442437,3874,11
Gig Harbor,WASHINGTON,WA,47.326,-122.5879,2.018367141,9909,20
Goldendale,WASHINGTON,WA,45.8207,-120.8217,3.146453089,3496,11
Grand Coulee,WASHINGTON,WA,47.9415,-119.0034,3.90815828,2047,8
Grandview,WASHINGTON,WA,46.251,-119.9017,2.060378035,11163,23
Granger,WASHINGTON,WA,46.3421,-120.1873,1.558441558,3850,6
Hoquiam,WASHINGTON,WA,46.9809,-123.8893,2.833864683,8469,24
Issaquah,WASHINGTON,WA,47.5349,-122.0433,1.864995078,38606,72
Kalama,WASHINGTON,WA,46.0085,-122.8425,2.557544757,2737,7
Kelso,WASHINGTON,WA,46.142,-122.906,2.466293982,12164,30
Kenmore,WASHINGTON,WA,47.7573,-122.244,0.861363538,23219,20
Kennewick,WASHINGTON,WA,46.2112,-119.1372,1.402880743,82687,116
Kent,WASHINGTON,WA,47.3827,-122.227,1.516901517,129870,197
Kettle Falls,WASHINGTON,WA,48.6105,-118.0563,2.475247525,1616,4
Kirkland,WASHINGTON,WA,47.686,-122.192,1.492121819,89805,134
Kittitas,WASHINGTON,WA,46.9832,-120.417,0.662251656,1510,1
La Center,WASHINGTON,WA,45.8639,-122.6686,3.06936771,3258,10
Lacey,WASHINGTON,WA,47.0264,-122.8072,1.219416254,50844,62
Lake Forest Park,WASHINGTON,WA,47.7568,-122.281,1.481042654,13504,20
Lake Stevens,WASHINGTON,WA,48.0198,-122.0661,1.194350721,33491,40
Lakewood,WASHINGTON,WA,47.1718,-122.5185,1.944178996,60694,118
Langley,WASHINGTON,WA,48.04,-122.4094,3.50877193,1140,4
Liberty Lake,WASHINGTON,WA,47.6631,-117.0856,1.168224299,10272,12
Long Beach,WASHINGTON,WA,46.3523,-124.0543,5.649717514,1416,8
Longview,WASHINGTON,WA,46.1427,-122.9556,1.908801697,37720,72
Lynden,WASHINGTON,WA,48.9466,-122.4569,1.231864221,14612,18
Lynnwood,WASHINGTON,WA,47.8279,-122.3054,2.71879855,38620,105
Mabton,WASHINGTON,WA,46.2148,-119.9967,0.438020149,2283,1
Maple Valley,WASHINGTON,WA,47.3664,-122.0437,0.91561117,26212,24
Marysville,WASHINGTON,WA,48.0627,-122.1633,1.353199248,70204,95
Mattawa,WASHINGTON,WA,46.7379,-119.9028,1.308329699,4586,6
McCleary,WASHINGTON,WA,47.0532,-123.2654,1.767825575,1697,3
Medina,WASHINGTON,WA,47.6205,-122.2264,3.020235578,3311,10
Mercer Island,WASHINGTON,WA,47.5766,-122.2276,1.326001326,25641,34
Mill Creek,WASHINGTON,WA,47.8601,-122.2043,1.318639917,21234,28
Milton,WASHINGTON,WA,47.2481,-122.3128,1.673440115,8366,14
Monroe,WASHINGTON,WA,47.856,-121.9706,2.15755407,19003,41
Montesano,WASHINGTON,WA,46.9812,-123.6027,2.273301339,3959,9
Morton,WASHINGTON,WA,46.5571,-122.2752,2.577319588,1164,3
Moses Lake,WASHINGTON,WA,47.1301,-119.2781,1.851618062,23763,44
Mount Vernon,WASHINGTON,WA,48.42,-122.3264,1.603375527,35550,57
Mountlake Terrace,WASHINGTON,WA,47.791,-122.3066,1.6242053,21549,35
Moxee,WASHINGTON,WA,46.5537,-120.3831,1.701507049,4114,7
Mukilteo,WASHINGTON,WA,47.9474,-122.3037,1.663739717,21638,36
Napavine,WASHINGTON,WA,46.5795,-122.9112,1.572327044,1908,3
Newcastle,WASHINGTON,WA,47.5396,-122.1563,1.010271089,11878,12
Normandy Park,WASHINGTON,WA,47.4352,-122.3396,1.643508143,6693,11
Oak Harbor,WASHINGTON,WA,48.2932,-122.6432,1.585940849,23330,37
Ocean Shores,WASHINGTON,WA,46.9737,-124.1563,1.840388155,5977,11
Odessa,WASHINGTON,WA,47.3332,-118.6908,2.296211251,871,2
Olympia,WASHINGTON,WA,47.045,-122.8949,2.045419789,52312,107
Omak,WASHINGTON,WA,48.411,-119.5276,2.508361204,4784,12
Oroville,WASHINGTON,WA,48.9391,-119.4356,3.594967046,1669,6
Orting,WASHINGTON,WA,47.0979,-122.2043,1.34490769,8179,11
Othello,WASHINGTON,WA,46.826,-119.1753,2.788892931,8247,23
Pacific,WASHINGTON,WA,47.264,-122.2485,1.650846059,7269,12
Palouse,WASHINGTON,WA,46.9101,-117.0753,2.819548872,1064,3
Pasco,WASHINGTON,WA,46.2396,-119.1006,1.166501301,74582,87
Pe Ell,WASHINGTON,WA,46.5714,-123.2968,1.524390244,656,1
Port Angeles,WASHINGTON,WA,48.1181,-123.4307,2.851140456,19992,57
Port Orchard,WASHINGTON,WA,47.5316,-122.6384,1.681967902,14269,24
Port Townsend,WASHINGTON,WA,48.1185,-122.768,1.872074883,9615,18
Poulsbo,WASHINGTON,WA,47.7391,-122.6393,2.112805438,10886,23
Prosser,WASHINGTON,WA,46.2068,-119.7689,2.365184484,6342,15
Pullman,WASHINGTON,WA,46.7304,-117.1739,1.239084258,33896,42
Puyallup,WASHINGTON,WA,47.1849,-122.2921,1.924372174,41572,80
Quincy,WASHINGTON,WA,47.2343,-119.8526,3.421953146,7598,26
Raymond,WASHINGTON,WA,46.6865,-123.7329,2.390710383,2928,7
Reardan,WASHINGTON,WA,47.6696,-117.8777,1.712328767,584,1
Redmond,WASHINGTON,WA,47.6694,-122.1239,1.777386179,65827,117
Renton,WASHINGTON,WA,47.4799,-122.2034,1.498798042,102749,154
Republic,WASHINGTON,WA,48.6482,-118.7378,1.883239171,1062,2
Richland,WASHINGTON,WA,46.2778,-119.2769,1.37510879,57450,79
Ridgefield,WASHINGTON,WA,45.8168,-122.7434,1.403180543,8552,12
Ritzville,WASHINGTON,WA,47.1274,-118.38,2.452483139,1631,4
Roy,WASHINGTON,WA,47.0043,-122.5398,2.421307506,826,2
Royal City,WASHINGTON,WA,46.901,-119.6306,1.356238698,2212,3
Ruston,WASHINGTON,WA,47.2995,-122.5069,5.952380952,840,5
Sammamish,WASHINGTON,WA,47.6088,-122.0423,0.594475947,65604,39
SeaTac,WASHINGTON,WA,47.4349,-122.2745,2.0364525,29463,60
Seattle,WASHINGTON,WA,47.6038,-122.3301,2.630732176,742759,1954
Sedro Woolley,WASHINGTON,WA,48.5039,-122.2361,1.673220112,11953,20
Selah,WASHINGTON,WA,46.654,-120.5303,2.269288956,7932,18
Sequim,WASHINGTON,WA,48.0849,-123.1097,3.202004733,7183,23
Shelton,WASHINGTON,WA,47.2151,-123.1007,2.061248528,10188,21
Shoreline,WASHINGTON,WA,47.7563,-122.3438,1.218284867,56637,69
Snohomish,WASHINGTON,WA,47.918,-122.09,1.955607705,10227,20
Snoqualmie,WASHINGTON,WA,47.5332,-121.8435,1.864200186,13947,26
Soap Lake,WASHINGTON,WA,47.3893,-119.4906,3.158559697,1583,5
South Bend,WASHINGTON,WA,46.6632,-123.8046,3.022974607,1654,5
Spokane,WASHINGTON,WA,47.6589,-117.4247,1.878820651,218222,410
Spokane Valley,WASHINGTON,WA,47.6732,-117.2394,1.343162997,99020,133
Springdale,WASHINGTON,WA,48.0582,-117.7419,3.401360544,294,1
Stanwood,WASHINGTON,WA,48.2412,-122.3707,1.799307958,7225,13
Steilacoom,WASHINGTON,WA,47.1704,-122.5963,1.721709188,6389,11
Sumas,WASHINGTON,WA,48.9973,-122.2655,4.704301075,1488,7
Sumner,WASHINGTON,WA,47.2062,-122.2312,2.256893337,10191,23
Sunnyside,WASHINGTON,WA,46.3246,-120.0082,2.914743745,16468,48
Tacoma,WASHINGTON,WA,47.2496,-122.4399,1.789630344,215687,386
Tenino,WASHINGTON,WA,46.8567,-122.8503,2.701242572,1851,5
