id,Name,Metro-Label,City,State,Median_Income
310M400US31140,"Louisville/Jefferson County, KY-IN Metro Area",Louisville/Jefferson County,Louisville/Jefferson County,KY,62429
310M400US33980,"Morehead City, NC Micro Area",Morehead City,Morehead City,NC,62420
310M400US20820,"Effingham, IL Micro Area",Effingham,Effingham,IL,62339
310M400US23060,"Fort Wayne, IN Metro Area",Fort Wayne,Fort Wayne,IN,62336
310M400US19580,"Defiance, OH Micro Area",Defiance,Defiance,OH,62318
310M400US37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",Palm Bay-Melbourne-Titusville,Palm Bay,FL,62318
310M400US49460,"Yankton, SD Micro Area",Yankton,Yankton,SD,62317
310M400US17900,"Columbia, SC Metro Area",Columbia,Columbia,SC,62253
310M400US44580,"Sterling, IL Micro Area",Sterling,Sterling,IL,62239
310M400US21740,"Evanston, WY Micro Area",Evanston,Evanston,WY,62135
310M400US12680,"Bardstown, KY Micro Area",Bardstown,Bardstown,KY,62124
310M400US12660,"Baraboo, WI Micro Area",Baraboo,Baraboo,WI,62054
310M400US41460,"Salina, KS Micro Area",Salina,Salina,KS,62030
310M400US10740,"Albuquerque, NM Metro Area",Albuquerque,Albuquerque,NM,61956
310M400US40140,"Riverside-San Bernardino-Ontario, CA Metro Area",Riverside-San Bernardino-Ontario,Riverside,CA,61903
310M400US40420,"Rockford, IL Metro Area",Rockford,Rockford,IL,61893
310M400US15700,"Cambridge, MD Micro Area",Cambridge,Cambridge,MD,61845
310M400US43940,"Spearfish, SD Micro Area",Spearfish,Spearfish,SD,61823
310M400US44860,"Sulphur Springs, TX Micro Area",Sulphur Springs,Sulphur Springs,TX,61804
310M400US26090,"Holland, MI Micro Area",Holland,Holland,MI,61774
310M400US16100,"Carlsbad-Artesia, NM Micro Area",Carlsbad-Artesia,Carlsbad,NM,61729
310M400US11420,"Angola, IN Micro Area",Angola,Angola,IN,61723
310M400US46500,"Urbana, OH Micro Area",Urbana,Urbana,OH,61679
310M400US37800,"Pella, IA Micro Area",Pella,Pella,IA,61677
310M400US42900,"Seneca Falls, NY Micro Area",Seneca Falls,Seneca Falls,NY,61634
310M400US32380,"Mason City, IA Micro Area",Mason City,Mason City,IA,61569
310M400US37060,"Oxford, MS Micro Area",Oxford,Oxford,MS,61553
310M400US12780,"Bartlesville, OK Micro Area",Bartlesville,Bartlesville,OK,61544
310M400US32980,"Merrill, WI Micro Area",Merrill,Merrill,WI,61469
310M400US29820,"Las Vegas-Henderson-Paradise, NV Metro Area",Las Vegas-Henderson-Paradise,Las Vegas,NV,61465
310M400US30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Little Rock-North Little Rock-Conway,Little Rock,AR,61437
310M400US34180,"Moses Lake, WA Micro Area",Moses Lake,Moses Lake,WA,61425
310M400US13780,"Binghamton, NY Metro Area",Binghamton,Binghamton,NY,61344
310M400US43760,"Sonora, CA Micro Area",Sonora,Sonora,CA,61320
310M400US33540,"Missoula, MT Metro Area",Missoula,Missoula,MT,61316
310M400US35500,"Newton, IA Micro Area",Newton,Newton,IA,61306
310M400US46140,"Tulsa, OK Metro Area",Tulsa,Tulsa,OK,61290
310M400US25580,"Hastings, NE Micro Area",Hastings,Hastings,NE,61232
310M400US21660,"Eugene, OR Metro Area",Eugene,Eugene,OR,61214
310M400US13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",Blacksburg-Christiansburg-Radford,Blacksburg,VA,61148
310M400US26820,"Idaho Falls, ID Metro Area",Idaho Falls,Idaho Falls,ID,61148
310M400US29020,"Kokomo, IN Metro Area",Kokomo,Kokomo,IN,61126
310M400US13820,"Birmingham-Hoover, AL Metro Area",Birmingham-Hoover,Birmingham,AL,61110
310M400US46540,"Utica-Rome, NY Metro Area",Utica-Rome,Utica,NY,61078
310M400US33140,"Michigan City-La Porte, IN Metro Area",Michigan City-La Porte,Michigan City,IN,61076
310M400US30260,"Lewisburg, PA Micro Area",Lewisburg,Lewisburg,PA,61067
310M400US44700,"Stockton-Lodi, CA Metro Area",Stockton-Lodi,Stockton,CA,61064
310M400US10300,"Adrian, MI Micro Area",Adrian,Adrian,MI,61048
310M400US11700,"Asheville, NC Metro Area",Asheville,Asheville,NC,60989
310M400US41780,"Sandusky, OH Micro Area",Sandusky,Sandusky,OH,60979
310M400US21780,"Evansville, IN-KY Metro Area",Evansville,Evansville,IN,60971
310M400US31660,"Malone, NY Micro Area",Malone,Malone,NY,60953
310M400US28060,"Kalispell, MT Micro Area",Kalispell,Kalispell,MT,60948
310M400US13340,"Bellefontaine, OH Micro Area",Bellefontaine,Bellefontaine,OH,60847
310M400US17660,"Coeur d'Alene, ID Metro Area",Coeur d'Alene,Coeur d'Alene,ID,60828
310M400US28500,"Kerrville, TX Micro Area",Kerrville,Kerrville,TX,60815
310M400US44500,"Stephenville, TX Micro Area",Stephenville,Stephenville,TX,60804
310M400US13540,"Bennington, VT Micro Area",Bennington,Bennington,VT,60800
310M400US12180,"Auburn, NY Micro Area",Auburn,Auburn,NY,60766
310M400US36580,"Oneonta, NY Micro Area",Oneonta,Oneonta,NY,60617
310M400US26700,"Huron, SD Micro Area",Huron,Huron,SD,60615
310M400US41220,"St. Marys, GA Micro Area",St. Marys,St. Marys,GA,60561
310M400US21700,"Eureka-Arcata-Fortuna, CA Micro Area",Eureka-Arcata-Fortuna,Eureka,CA,60525
310M400US34060,"Morgantown, WV Metro Area",Morgantown,Morgantown,WV,60508
310M400US24330,"Grand Rapids, MN Micro Area",Grand Rapids,Grand Rapids,MN,60501
310M400US22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",Fayetteville-Springdale-Rogers,Fayetteville,AR,60479
310M400US37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",Pensacola-Ferry Pass-Brent,Pensacola,FL,60474
310M400US47580,"Warner Robins, GA Metro Area",Warner Robins,Warner Robins,GA,60435
310M400US47700,"Warsaw, IN Micro Area",Warsaw,Warsaw,IN,60364
310M400US37080,"Oxford, NC Micro Area",Oxford,Oxford,NC,60319
310M400US41660,"San Angelo, TX Metro Area",San Angelo,San Angelo,TX,60290
310M400US22280,"Fernley, NV Micro Area",Fernley,Fernley,NV,60252
310M400US46340,"Tyler, TX Metro Area",Tyler,Tyler,TX,60243
310M400US33580,"Mitchell, SD Micro Area",Mitchell,Mitchell,SD,60218
310M400US47660,"Warrensburg, MO Micro Area",Warrensburg,Warrensburg,MO,60190
310M400US23780,"Garden City, KS Micro Area",Garden City,Garden City,KS,60047
310M400US31820,"Manitowoc, WI Micro Area",Manitowoc,Manitowoc,WI,59985
310M400US14660,"Brainerd, MN Micro Area",Brainerd,Brainerd,MN,59943
310M400US27500,"Janesville-Beloit, WI Metro Area",Janesville-Beloit,Janesville,WI,59913
310M400US21420,"Enid, OK Metro Area",Enid,Enid,OK,59903
310M400US13100,"Beatrice, NE Micro Area",Beatrice,Beatrice,NE,59873
310M400US37460,"Panama City, FL Metro Area",Panama City,Panama City,FL,59871
310M400US23300,"Freeport, IL Micro Area",Freeport,Freeport,IL,59841
310M400US32100,"Marquette, MI Micro Area",Marquette,Marquette,MI,59831
310M400US27140,"Jackson, MS Metro Area",Jackson,Jackson,MS,59823
310M400US17020,"Chico, CA Metro Area",Chico,Chico,CA,59798
310M400US41760,"Sandpoint, ID Micro Area",Sandpoint,Sandpoint,ID,59778
310M400US16860,"Chattanooga, TN-GA Metro Area",Chattanooga,Chattanooga,TN,59763
310M400US12260,"Augusta-Richmond County, GA-SC Metro Area",Augusta-Richmond County,Augusta,GA,59717
310M400US18580,"Corpus Christi, TX Metro Area",Corpus Christi,Corpus Christi,TX,59715
310M400US28940,"Knoxville, TN Metro Area",Knoxville,Knoxville,TN,59712
310M400US28660,"Killeen-Temple, TX Metro Area",Killeen-Temple,Killeen,TX,59704
310M400US15460,"Burlington, IA-IL Micro Area",Burlington,Burlington,IA,59685
310M400US49700,"Yuba City, CA Metro Area",Yuba City,Yuba City,CA,59669
310M400US21380,"Emporia, KS Micro Area",Emporia,Emporia,KS,59638
310M400US45380,"Taylorville, IL Micro Area",Taylorville,Taylorville,IL,59527
310M400US38940,"Port St. Lucie, FL Metro Area",Port St. Lucie,Port St. Lucie,FL,59446
310M400US39820,"Redding, CA Metro Area",Redding,Redding,CA,59430
310M400US30900,"Logansport, IN Micro Area",Logansport,Logansport,IN,59342
310M400US22780,"Fort Leonard Wood, MO Micro Area",Fort Leonard Wood,Fort Leonard Wood,MO,59339
310M400US44540,"Sterling, CO Micro Area",Sterling,Sterling,CO,59295
310M400US45780,"Toledo, OH Metro Area",Toledo,Toledo,OH,59234
310M400US16380,"Celina, OH Micro Area",Celina,Celina,OH,59214
310M400US42780,"Selinsgrove, PA Micro Area",Selinsgrove,Selinsgrove,PA,59183
310M400US19980,"Dodge City, KS Micro Area",Dodge City,Dodge City,KS,59174
310M400US21020,"Elizabeth City, NC Micro Area",Elizabeth City,Elizabeth City,NC,59151
310M400US38500,"Plymouth, IN Micro Area",Plymouth,Plymouth,IN,59151
310M400US32780,"Medford, OR Metro Area",Medford,Medford,OR,59149
310M400US31180,"Lubbock, TX Metro Area",Lubbock,Lubbock,TX,59141
310M400US34700,"Muscatine, IA Micro Area",Muscatine,Muscatine,IA,59089
310M400US45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Tampa-St. Petersburg-Clearwater,Tampa,FL,59054
310M400US31340,"Lynchburg, VA Metro Area",Lynchburg,Lynchburg,VA,59050
310M400US36740,"Orlando-Kissimmee-Sanford, FL Metro Area",Orlando-Kissimmee-Sanford,Orlando,FL,59050
310M400US10660,"Albert Lea, MN Micro Area",Albert Lea,Albert Lea,MN,59007
310M400US35380,"New Orleans-Metairie, LA Metro Area",New Orleans-Metairie,New Orleans,LA,58992
310M400US24860,"Greenville-Anderson-Mauldin, SC Metro Area",Greenville-Anderson-Mauldin,Greenville,SC,58965
310M400US23140,"Frankfort, IN Micro Area",Frankfort,Frankfort,IN,58953
310M400US22800,"Fort Madison-Keokuk, IA-IL-MO Micro Area",Fort Madison-Keokuk,Fort Madison,IA,58910
310M400US32820,"Memphis, TN-MS-AR Metro Area",Memphis,Memphis,TN,58853
310M400US33700,"Modesto, CA Metro Area",Modesto,Modesto,CA,58832
310M400US23340,"Fremont, NE Micro Area",Fremont,Fremont,NE,58823
310M400US37020,"Owosso, MI Micro Area",Owosso,Owosso,MI,58814
310M400US27540,"Jasper, IN Micro Area",Jasper,Jasper,IN,58778
310M400US25840,"Hermiston-Pendleton, OR Micro Area",Hermiston-Pendleton,Hermiston,OR,58770
310M400US25500,"Harrisonburg, VA Metro Area",Harrisonburg,Harrisonburg,VA,58715
310M400US43020,"Shawano, WI Micro Area",Shawano,Shawano,WI,58713
310M400US43420,"Sierra Vista-Douglas, AZ Metro Area",Sierra Vista-Douglas,Sierra Vista,AZ,58707
310M400US14300,"Bonham, TX Micro Area",Bonham,Bonham,TX,58686
310M400US12020,"Athens-Clarke County, GA Metro Area",Athens-Clarke County,Athens,GA,58653
310M400US34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",Myrtle Beach-Conway-North Myrtle Beach,Myrtle Beach,SC,58636
310M400US49300,"Wooster, OH Micro Area",Wooster,Wooster,OH,58591
310M400US39340,"Provo-Orem, UT Metro Area",Provo-Orem,Provo,UT,58522
310M400US33860,"Montgomery, AL Metro Area",Montgomery,Montgomery,AL,58473
310M400US39140,"Prescott, AZ Metro Area",Prescott,Prescott,AZ,58422
310M400US34540,"Mount Vernon, OH Micro Area",Mount Vernon,Mount Vernon,OH,58419
310M400US30420,"Lexington, NE Micro Area",Lexington,Lexington,NE,58408
310M400US23660,"Galesburg, IL Micro Area",Galesburg,Galesburg,IL,58289
310M400US27600,"Jefferson, GA Micro Area",Jefferson,Jefferson,GA,58269
310M400US39460,"Punta Gorda, FL Metro Area",Punta Gorda,Punta Gorda,FL,58267
310M400US43780,"South Bend-Mishawaka, IN-MI Metro Area",South Bend-Mishawaka,South Bend,IN,58261
310M400US33940,"Montrose, CO Micro Area",Montrose,Montrose,CO,58240
310M400US48700,"Williamsport, PA Metro Area",Williamsport,Williamsport,PA,58175
310M400US41260,"St. Marys, PA Micro Area",St. Marys,St. Marys,PA,58166
310M400US47820,"Washington, NC Micro Area",Washington,Washington,NC,58134
310M400US46780,"Van Wert, OH Micro Area",Van Wert,Van Wert,OH,58125
310M400US45020,"Sweetwater, TX Micro Area",Sweetwater,Sweetwater,TX,58046
310M400US17540,"Clinton, IA Micro Area",Clinton,Clinton,IA,58039
310M400US11860,"Atchison, KS Micro Area",Atchison,Atchison,KS,57946
310M400US21060,"Elizabethtown-Fort Knox, KY Metro Area",Elizabethtown-Fort Knox,Elizabethtown,KY,57943
310M400US38420,"Platteville, WI Micro Area",Platteville,Platteville,WI,57936
310M400US36220,"Odessa, TX Metro Area",Odessa,Odessa,TX,57899
310M400US23380,"Fremont, OH Micro Area",Fremont,Fremont,OH,57889
310M400US35100,"New Bern, NC Metro Area",New Bern,New Bern,NC,57846
310M400US28340,"Kendallville, IN Micro Area",Kendallville,Kendallville,IN,57829
310M400US10540,"Albany, OR Metro Area",Albany,Albany,OR,57760
310M400US18500,"Corning, NY Micro Area",Corning,Corning,NY,57741
310M400US13700,"Big Spring, TX Micro Area",Big Spring,Big Spring,TX,57721
310M400US24820,"Greenville, OH Micro Area",Greenville,Greenville,OH,57692
310M400US18820,"Crawfordsville, IN Micro Area",Crawfordsville,Crawfordsville,IN,57685
310M400US31020,"Longview, WA Metro Area",Longview,Longview,WA,57683
310M400US48060,"Watertown-Fort Drum, NY Metro Area",Watertown-Fort Drum,Watertown,NY,57616
310M400US11680,"Arkansas City-Winfield, KS Micro Area",Arkansas City-Winfield,Arkansas City,KS,57615
310M400US35940,"Norwalk, OH Micro Area",Norwalk,Norwalk,OH,57487
310M400US36900,"Ottumwa, IA Micro Area",Ottumwa,Ottumwa,IA,57456
310M400US19000,"Cullowhee, NC Micro Area",Cullowhee,Cullowhee,NC,57450
310M400US47340,"Wabash, IN Micro Area",Wabash,Wabash,IN,57381
310M400US47380,"Waco, TX Metro Area",Waco,Waco,TX,57368
310M400US42540,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",Scranton--Wilkes-Barre--Hazleton,Scranton,PA,57361
310M400US12220,"Auburn-Opelika, AL Metro Area",Auburn-Opelika,Auburn,AL,57349
310M400US41140,"St. Joseph, MO-KS Metro Area",St. Joseph,St. Joseph,MO,57344
310M400US48220,"Weatherford, OK Micro Area",Weatherford,Weatherford,OK,57311
310M400US26960,"Ionia, MI Micro Area",Ionia,Ionia,MI,57305
310M400US44660,"Stillwater, OK Micro Area",Stillwater,Stillwater,OK,57305
310M400US39500,"Quincy, IL-MO Micro Area",Quincy,Quincy,IL,57291
310M400US48980,"Wilson, NC Micro Area",Wilson,Wilson,NC,57273
310M400US16660,"Charleston-Mattoon, IL Micro Area",Charleston-Mattoon,Charleston,IL,57264
310M400US18860,"Crescent City, CA Micro Area",Crescent City,Crescent City,CA,57238
310M400US30980,"Longview, TX Metro Area",Longview,Longview,TX,57228
310M400US32220,"Marshall, TX Micro Area",Marshall,Marshall,TX,57219
310M400US11740,"Ashland, OH Micro Area",Ashland,Ashland,OH,57218
310M400US20380,"Dunn, NC Micro Area",Dunn,Dunn,NC,57196
310M400US23420,"Fresno, CA Metro Area",Fresno,Fresno,CA,57159
310M400US15940,"Canton-Massillon, OH Metro Area",Canton-Massillon,Canton,OH,57130
310M400US35420,"New Philadelphia-Dover, OH Micro Area",New Philadelphia-Dover,New Philadelphia,OH,57100
310M400US44220,"Springfield, OH Metro Area",Springfield,Springfield,OH,57067
310M400US46220,"Tuscaloosa, AL Metro Area",Tuscaloosa,Tuscaloosa,AL,57055
310M400US49180,"Winston-Salem, NC Metro Area",Winston-Salem,Winston,NC,57049
310M400US13260,"Bedford, IN Micro Area",Bedford,Bedford,IN,56990
310M400US36820,"Oskaloosa, IA Micro Area",Oskaloosa,Oskaloosa,IA,56919
310M400US35660,"Niles-Benton Harbor, MI Metro Area",Niles-Benton Harbor,Niles,MI,56911
310M400US25300,"Hannibal, MO Micro Area",Hannibal,Hannibal,MO,56887
310M400US48660,"Wichita Falls, TX Metro Area",Wichita Falls,Wichita Falls,TX,56878
310M400US21500,"Erie, PA Metro Area",Erie,Erie,PA,56836
310M400US16060,"Carbondale-Marion, IL Metro Area",Carbondale-Marion,Carbondale,IL,56766
310M400US38540,"Pocatello, ID Metro Area",Pocatello,Pocatello,ID,56718
310M400US24780,"Greenville, NC Metro Area",Greenville,Greenville,NC,56709
310M400US31220,"Ludington, MI Micro Area",Ludington,Ludington,MI,56684
310M400US31460,"Madera, CA Metro Area",Madera,Madera,CA,56641
310M400US21140,"Elkhart-Goshen, IN Metro Area",Elkhart-Goshen,Elkhart,IN,56615
310M400US42380,"Sayre, PA Micro Area",Sayre,Sayre,PA,56601
310M400US10180,"Abilene, TX Metro Area",Abilene,Abilene,TX,56572
310M400US25100,"Guymon, OK Micro Area",Guymon,Guymon,OK,56553
310M400US33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",Miami-Fort Lauderdale-West Palm Beach,Miami,FL,56534
310M400US30860,"Logan, UT-ID Metro Area",Logan,Logan,UT,56494
310M400US21840,"Fairfield, IA Micro Area",Fairfield,Fairfield,IA,56434
310M400US26540,"Huntington, IN Micro Area",Huntington,Huntington,IN,56380
310M400US42860,"Seneca, SC Micro Area",Seneca,Seneca,SC,56353
310M400US13140,"Beaumont-Port Arthur, TX Metro Area",Beaumont-Port Arthur,Beaumont,TX,56321
310M400US34500,"Mount Vernon, IL Micro Area",Mount Vernon,Mount Vernon,IL,56310
310M400US17300,"Clarksville, TN-KY Metro Area",Clarksville,Clarksville,TN,56284
310M400US19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",Deltona-Daytona Beach-Ormond Beach,Deltona,FL,56253
310M400US11660,"Arkadelphia, AR Micro Area",Arkadelphia,Arkadelphia,AR,56217
310M400US31500,"Madison, IN Micro Area",Madison,Madison,IN,56194
310M400US39220,"Price, UT Micro Area",Price,Price,UT,56182
310M400US15900,"Canton, IL Micro Area",Canton,Canton,IL,56162
310M400US30340,"Lewiston-Auburn, ME Metro Area",Lewiston-Auburn,Lewiston,ME,56131
310M400US24660,"Greensboro-High Point, NC Metro Area",Greensboro-High Point,Greensboro,NC,56093
310M400US37120,"Ozark, AL Micro Area",Ozark,Ozark,AL,56079
310M400US34380,"Mount Pleasant, MI Micro Area",Mount Pleasant,Mount Pleasant,MI,56051
310M400US15260,"Brunswick, GA Metro Area",Brunswick,Brunswick,GA,56018
310M400US27300,"Jacksonville, IL Micro Area",Jacksonville,Jacksonville,IL,55991
310M400US16500,"Centralia, WA Micro Area",Centralia,Centralia,WA,55988
310M400US30820,"Lock Haven, PA Micro Area",Lock Haven,Lock Haven,PA,55985
310M400US13940,"Blackfoot, ID Micro Area",Blackfoot,Blackfoot,ID,55975
310M400US48540,"Wheeling, WV-OH Metro Area",Wheeling,Wheeling,WV,55960
310M400US46300,"Twin Falls, ID Metro Area",Twin Falls,Twin Falls,ID,55854
310M400US39260,"Prineville, OR Micro Area",Prineville,Prineville,OR,55852
310M400US47620,"Warren, PA Micro Area",Warren,Warren,PA,55700
310M400US24500,"Great Falls, MT Metro Area",Great Falls,Great Falls,MT,55649
310M400US47220,"Vineland-Bridgeton, NJ Metro Area",Vineland-Bridgeton,Vineland,NJ,55619
310M400US37780,"Pecos, TX Micro Area",Pecos,Pecos,TX,55605
310M400US17740,"Coldwater, MI Micro Area",Coldwater,Coldwater,MI,55596
310M400US19760,"DeRidder, LA Micro Area",DeRidder,DeRidder,LA,55588
310M400US12540,"Bakersfield, CA Metro Area",Bakersfield,Bakersfield,CA,55584
310M400US12620,"Bangor, ME Metro Area",Bangor,Bangor,ME,55560
310M400US12140,"Auburn, IN Micro Area",Auburn,Auburn,IN,55529
310M400US22860,"Fort Polk South, LA Micro Area",Fort Polk South,Fort Polk South,LA,55517
310M400US14420,"Borger, TX Micro Area",Borger,Borger,TX,55500
310M400US22520,"Florence-Muscle Shoals, AL Metro Area",Florence-Muscle Shoals,Florence,AL,55469
310M400US18060,"Columbus, MS Micro Area",Columbus,Columbus,MS,55445
310M400US15860,"Caï¿½on City, CO Micro Area",Caï¿½on City,Caï¿½on City,CO,55403
310M400US27100,"Jackson, MI Metro Area",Jackson,Jackson,MI,55400
310M400US13420,"Bemidji, MN Micro Area",Bemidji,Bemidji,MN,55367
310M400US37140,"Paducah, KY-IL Micro Area",Paducah,Paducah,KY,55330
310M400US30620,"Lima, OH Metro Area",Lima,Lima,OH,55324
310M400US11620,"Ardmore, OK Micro Area",Ardmore,Ardmore,OK,55265
310M400US16460,"Centralia, IL Micro Area",Centralia,Centralia,IL,55132
310M400US13660,"Big Rapids, MI Micro Area",Big Rapids,Big Rapids,MI,55096
310M400US31930,"Marietta, OH Micro Area",Marietta,Marietta,OH,55045
310M400US41820,"Sanford, NC Micro Area",Sanford,Sanford,NC,55023
310M400US25220,"Hammond, LA Metro Area",Hammond,Hammond,LA,55013
310M400US47780,"Washington, IN Micro Area",Washington,Washington,IN,54978
310M400US14100,"Bloomsburg-Berwick, PA Metro Area",Bloomsburg-Berwick,Bloomsburg,PA,54952
310M400US21900,"Fairmont, WV Micro Area",Fairmont,Fairmont,WV,54938
310M400US46100,"Tullahoma-Manchester, TN Micro Area",Tullahoma-Manchester,Tullahoma,TN,54919
310M400US40940,"Safford, AZ Micro Area",Safford,Safford,AZ,54904
310M400US26340,"Houghton, MI Micro Area",Houghton,Houghton,MI,54901
310M400US17220,"Clarksburg, WV Micro Area",Clarksburg,Clarksburg,WV,54862
310M400US33740,"Monroe, LA Metro Area",Monroe,Monroe,LA,54855
310M400US42980,"Seymour, IN Micro Area",Seymour,Seymour,IN,54843
310M400US14820,"Brevard, NC Micro Area",Brevard,Brevard,NC,54817
310M400US43900,"Spartanburg, SC Metro Area",Spartanburg,Spartanburg,SC,54799
310M400US39060,"Pottsville, PA Micro Area",Pottsville,Pottsville,PA,54782
310M400US37580,"Paris, TX Micro Area",Paris,Paris,TX,54769
310M400US15420,"Burley, ID Micro Area",Burley,Burley,ID,54708
310M400US14620,"Bradford, PA Micro Area",Bradford,Bradford,PA,54694
310M400US44780,"Sturgis, MI Micro Area",Sturgis,Sturgis,MI,54690
310M400US11900,"Athens, OH Micro Area",Athens,Athens,OH,54674
310M400US37660,"Parsons, KS Micro Area",Parsons,Parsons,KS,54668
310M400US44180,"Springfield, MO Metro Area",Springfield,Springfield,MO,54665
310M400US35860,"North Vernon, IN Micro Area",North Vernon,North Vernon,IN,54663
310M400US19540,"Decatur, IN Micro Area",Decatur,Decatur,IN,54648
310M400US37940,"Peru, IN Micro Area",Peru,Peru,IN,54646
310M400US36980,"Owensboro, KY Metro Area",Owensboro,Owensboro,KY,54634
310M400US22140,"Farmington, NM Metro Area",Farmington,Farmington,NM,54626
310M400US26300,"Hot Springs, AR Metro Area",Hot Springs,Hot Springs,AR,54600
310M400US29260,"La Grande, OR Micro Area",La Grande,La Grande,OR,54599
310M400US36300,"Ogdensburg-Massena, NY Micro Area",Ogdensburg-Massena,Ogdensburg,NY,54598
310M400US11020,"Altoona, PA Metro Area",Altoona,Altoona,PA,54592
310M400US17980,"Columbus, GA-AL Metro Area",Columbus,Columbus,GA,54553
310M400US21540,"Escanaba, MI Micro Area",Escanaba,Escanaba,MI,54550
310M400US27900,"Joplin, MO Metro Area",Joplin,Joplin,MO,54543
310M400US19180,"Danville, IL Metro Area",Danville,Danville,IL,54526
310M400US20340,"Duncan, OK Micro Area",Duncan,Duncan,OK,54524
310M400US15500,"Burlington, NC Metro Area",Burlington,Burlington,NC,54518
310M400US31900,"Mansfield, OH Metro Area",Mansfield,Mansfield,OH,54481
310M400US45500,"Texarkana, TX-AR Metro Area",Texarkana,Texarkana,TX,54474
310M400US24700,"Greensburg, IN Micro Area",Greensburg,Greensburg,IN,54460
310M400US16020,"Cape Girardeau, MO-IL Metro Area",Cape Girardeau,Cape Girardeau,MO,54427
310M400US19460,"Decatur, AL Metro Area",Decatur,Decatur,AL,54383
310M400US49420,"Yakima, WA Metro Area",Yakima,Yakima,WA,54360
310M400US27460,"Jamestown-Dunkirk-Fredonia, NY Micro Area",Jamestown-Dunkirk-Fredonia,Jamestown,NY,54359
310M400US45660,"Tiffin, OH Micro Area",Tiffin,Tiffin,OH,54345
310M400US40760,"Ruidoso, NM Micro Area",Ruidoso,Ruidoso,NM,54261
310M400US20900,"El Campo, TX Micro Area",El Campo,El Campo,TX,54254
310M400US36460,"Olean, NY Micro Area",Olean,Olean,NY,54234
310M400US22420,"Flint, MI Metro Area",Flint,Flint,MI,54226
310M400US33300,"Milledgeville, GA Micro Area",Milledgeville,Milledgeville,GA,54212
310M400US33620,"Moberly, MO Micro Area",Moberly,Moberly,MO,54187
310M400US33420,"Mineral Wells, TX Micro Area",Mineral Wells,Mineral Wells,TX,54167
310M400US27020,"Iron Mountain, MI-WI Micro Area",Iron Mountain,Iron Mountain,MI,54150
310M400US47180,"Vincennes, IN Micro Area",Vincennes,Vincennes,IN,54129
310M400US37220,"Pahrump, NV Micro Area",Pahrump,Pahrump,NV,54125
310M400US10140,"Aberdeen, WA Micro Area",Aberdeen,Aberdeen,WA,54112
310M400US48940,"Wilmington, OH Micro Area",Wilmington,Wilmington,OH,54001
310M400US18620,"Corsicana, TX Micro Area",Corsicana,Corsicana,TX,53830
310M400US32740,"Meadville, PA Micro Area",Meadville,Meadville,PA,53823
310M400US31940,"Marinette, WI-MI Micro Area",Marinette,Marinette,WI,53819
310M400US35220,"New Castle, IN Micro Area",New Castle,New Castle,IN,53779
310M400US22700,"Fort Dodge, IA Micro Area",Fort Dodge,Fort Dodge,IA,53773
310M400US11980,"Athens, TX Micro Area",Athens,Athens,TX,53761
310M400US14540,"Bowling Green, KY Metro Area",Bowling Green,Bowling Green,KY,53735
310M400US43980,"Spencer, IA Micro Area",Spencer,Spencer,IA,53735
310M400US40980,"Saginaw, MI Metro Area",Saginaw,Saginaw,MI,53730
310M400US20180,"DuBois, PA Micro Area",DuBois,DuBois,PA,53724
310M400US25880,"Hillsdale, MI Micro Area",Hillsdale,Hillsdale,MI,53719
310M400US36340,"Oil City, PA Micro Area",Oil City,Oil City,PA,53657
310M400US26740,"Hutchinson, KS Micro Area",Hutchinson,Hutchinson,KS,53650
310M400US48100,"Wauchula, FL Micro Area",Wauchula,Wauchula,FL,53646
310M400US32500,"Maysville, KY Micro Area",Maysville,Maysville,KY,53611
310M400US26660,"Huntsville, TX Micro Area",Huntsville,Huntsville,TX,53592
310M400US38620,"Ponca City, OK Micro Area",Ponca City,Ponca City,OK,53586
310M400US44260,"Starkville, MS Micro Area",Starkville,Starkville,MS,53538
310M400US29500,"Lamesa, TX Micro Area",Lamesa,Lamesa,TX,53462
310M400US15580,"Butte-Silver Bow, MT Micro Area",Butte-Silver Bow,Butte,MT,53391
310M400US22820,"Fort Morgan, CO Micro Area",Fort Morgan,Fort Morgan,CO,53391
310M400US35440,"Newport, OR Micro Area",Newport,Newport,OR,53376
310M400US10220,"Ada, OK Micro Area",Ada,Ada,OK,53301
310M400US49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",Youngstown-Warren-Boardman,Youngstown,OH,53274
310M400US40660,"Rome, GA Metro Area",Rome,Rome,GA,53260
310M400US24100,"Gloversville, NY Micro Area",Gloversville,Gloversville,NY,53250
310M400US10760,"Alexander City, AL Micro Area",Alexander City,Alexander City,AL,53241
310M400US26500,"Huntingdon, PA Micro Area",Huntingdon,Huntingdon,PA,53225
310M400US34860,"Nacogdoches, TX Micro Area",Nacogdoches,Nacogdoches,TX,53179
