,State,Code,Name,County,Violent,Murder,Rape,Robbery,Aggravated_Assault,Property,Burglary,Larceny,MotorVehicle,Arson,Total,pop_est,normalized
1771,WEST VIRGINIA,WV,Randolph,Randolph County,57,1,0,0,56,122,58,63,1,1,359,28695,12.5108904
1772,MISSOURI,MO,Randolph,Randolph County,22,0,2,1,19,72,29,33,10,0,188,24748,7.59657346
1773,ILLINOIS,IL,Randolph,Randolph County,1,0,0,0,1,19,6,13,0,0,40,31782,1.258574036
1774,MISSISSIPPI,MS,Rankin,Rankin County,49,4,2,6,37,422,78,301,43,5,947,155271,6.099013982
1775,NORTH DAKOTA,ND,Ransom,Ransom County,1,0,0,0,1,25,3,14,8,0,52,5218,9.965504025
1776,VIRGINIA,VA,Rappahannock,Rappahannock County,6,0,1,0,5,25,2,21,2,1,63,7370,8.54816825
1777,MONTANA,MT,Ravalli,Ravalli County,44,0,3,1,40,261,23,229,9,1,611,43806,13.94786102
1778,TEXAS,TX,Reagan5,Reagan County,8,0,0,0,8,58,12,40,6,0,132,3849,34.29462198
1779,TEXAS,TX,Real5,Real County,4,0,0,0,4,46,18,25,3,0,100,3452,28.96871379
1780,MINNESOTA,MN,Red Lake,Red Lake County,0,0,0,0,0,10,4,5,1,0,20,4055,4.932182491
1782,TEXAS,TX,Red River,Red River County,12,0,4,0,8,46,20,23,3,0,116,12023,9.648174333
1781,LOUISIANA,LA,Red River,Red River County,27,0,0,0,27,112,26,77,9,0,278,8442,32.93058517
1783,NEBRASKA,NE,Red Willow,Red Willow County,0,0,0,0,0,1,0,0,1,0,2,10724,0.186497576
1784,MINNESOTA,MN,Redwood,Redwood County,6,0,1,0,5,42,8,30,4,0,96,15170,6.328279499
1785,TEXAS,TX,Reeves,Reeves County,4,0,0,1,3,107,0,105,2,0,222,15976,13.89584377
1786,TEXAS,TX,Refugio,Refugio County,8,0,0,0,8,48,12,32,4,0,112,6948,16.11974669
1787,KANSAS,KS,Reno,Reno County,26,0,5,0,21,235,67,133,35,3,525,61998,8.468015097
1788,NEW YORK,NY,Rensselaer,Rensselaer County,13,0,3,1,9,184,27,144,13,3,397,158714,2.501354638
1790,NORTH DAKOTA,ND,Renville,Renville County,3,0,0,0,3,11,2,8,1,0,28,2327,12.03266008
1789,MINNESOTA,MN,Renville,Renville County,3,0,1,0,2,67,12,46,9,0,140,14548,9.62331592
1791,KANSAS,KS,Republic,Republic County,1,0,0,0,1,36,8,24,4,0,74,4636,15.96203624
1792,TENNESSEE,TN,Rhea,Rhea County,70,0,3,6,61,234,51,154,29,1,609,33167,18.36162451
1793,KANSAS,KS,Rice,Rice County,6,0,0,1,5,37,17,17,3,0,86,9537,9.017510748
1794,MINNESOTA,MN,Rice,Rice County,16,0,6,1,9,209,47,143,19,1,451,66972,6.734157558
1795,UTAH,UT,Rich,Rich County,0,0,0,0,0,37,6,30,1,0,74,2483,29.80265807
1800,LOUISIANA,LA,Richland,Richland County,28,0,2,1,25,47,30,16,1,1,151,20122,7.504224232
1801,NORTH DAKOTA,ND,Richland,Richland County,2,0,0,0,2,82,23,54,5,0,168,16177,10.38511467
1799,MONTANA,MT,Richland,Richland County,7,0,0,0,7,39,7,26,6,0,92,10803,8.51615292
1802,ILLINOIS,IL,Richland,Richland County,15,0,3,0,12,87,46,36,5,0,204,15513,13.15026107
1797,OHIO,OH,Richland,Richland County,65,0,35,9,21,748,185,507,56,4,1630,121154,13.45395117
1796,WISCONSIN,WI,Richland,Richland County,0,0,0,0,0,11,4,3,4,0,22,17252,1.275214468
1798,SOUTH CAROLINA,SC,Richland,Richland County,"2,050",27,134,283,"1,606","9,865","1,715","6,805","1,345",31,23861,415759,57.39142147
1803,VIRGINIA,VA,Richmond,Richmond County,5,1,1,2,1,27,8,15,4,0,64,9023,7.092984595
1804,KANSAS,KS,Riley,Riley County,251,1,57,28,165,"1,283",165,"1,029",89,16,3084,74232,41.54542515
1805,NEW MEXICO,NM,Rio Arriba,Rio Arriba County,63,0,6,7,50,197,72,114,11,,520,38921,13.3603967
1806,MISSOURI,MO,Ripley,Ripley County,17,1,2,0,14,102,39,51,12,1,239,13288,17.98615292
1807,CALIFORNIA,CA,Riverside,Riverside County,829,16,45,167,601,"7,529","1,507","4,578","1,444",17,16733,2470546,6.772996738
1809,TENNESSEE,TN,Roane,Roane County,49,0,6,2,41,341,101,186,54,1,781,53382,14.63039976
1808,WEST VIRGINIA,WV,Roane,Roane County,10,1,0,0,9,29,2,24,3,0,78,13688,5.698421975
1810,VIRGINIA,VA,Roanoke,Roanoke County,170,6,40,30,94,"1,401",147,"1,172",82,1,3143,94186,33.37013994
1811,TEXAS,TX,Roberts,Roberts County,0,0,0,0,0,7,0,7,0,0,14,854,16.39344262
1812,SOUTH DAKOTA,SD,Roberts,Roberts County,3,0,0,0,3,9,2,2,5,1,25,10394,2.405233789
1813,KENTUCKY,KY,Robertson,Robertson County,0,0,0,0,0,5,3,1,1,0,10,2108,4.743833017
1814,TENNESSEE,TN,Robertson,Robertson County,76,2,5,6,63,246,60,160,26,2,646,71813,8.995585757
1815,TEXAS,TX,Robertson,Robertson County,6,0,1,1,4,86,20,55,11,1,185,17074,10.83518801
1817,MINNESOTA,MN,Rock,Rock County,1,0,0,1,0,38,4,29,5,0,78,9315,8.373590982
1816,WISCONSIN,WI,Rock5,Rock County,34,0,14,3,17,380,122,238,20,1,829,163354,5.074868078
1818,ILLINOIS,IL,Rock Island,Rock Island County,58,0,9,4,45,309,72,209,28,1,735,141879,5.180470683
1819,VIRGINIA,VA,Rockbridge,Rockbridge County,25,1,5,0,19,209,32,162,15,1,469,22573,20.77703451
1820,KENTUCKY,KY,Rockcastle,Rockcastle County,4,0,1,0,3,44,22,10,12,0,96,16695,5.750224618
1821,GEORGIA,GA,Rockdale,Rockdale County,167,5,20,31,111,"1,319",175,"1,041",103,0,2972,90896,32.69670833
1822,VIRGINIA,VA,Rockingham,Rockingham County,52,1,19,0,32,471,129,332,10,3,1049,81948,12.80080051
1823,NORTH CAROLINA,NC,Rockingham,Rockingham County,,2,,7,26,720,280,395,45,0,1475,91010,16.20701022
1824,NEW HAMPSHIRE,NH,Rockingham,Rockingham County,2,0,1,0,1,4,0,4,0,0,12,309769,0.038738544
1825,NEW YORK,NY,Rockland,Rockland County,10,0,1,0,9,24,1,23,0,0,68,325789,0.208724051
1826,TEXAS,TX,Rockwall,Rockwall County,13,0,4,0,9,110,20,66,24,0,246,104915,2.344755278
1827,OKLAHOMA,OK,Roger Mills,Roger Mills County,5,0,2,0,3,27,6,21,0,0,64,3583,17.86212671
1828,OKLAHOMA,OK,Rogers,Rogers County,102,3,19,1,79,470,183,249,38,12,1156,92459,12.5028391
1829,NORTH DAKOTA,ND,Rolette,Rolette County,8,0,2,0,6,39,10,23,6,1,95,14176,6.701467269
1830,KANSAS,KS,Rooks,Rooks County,6,0,0,0,6,16,7,8,1,8,52,4920,10.56910569
1831,MONTANA,MT,Roosevelt,Roosevelt County,88,1,1,1,85,101,37,39,25,3,381,11004,34.62377317
1832,MICHIGAN,MI,Roscommon,Roscommon County,15,0,7,1,7,98,14,80,4,1,227,24019,9.450851409
1833,MINNESOTA,MN,Roseau,Roseau County,4,0,1,0,3,63,14,41,8,0,134,15165,8.836135839
1834,MONTANA,MT,Rosebud,Rosebud County,14,0,1,1,12,23,3,17,3,0,74,8937,8.280183507
1835,OHIO,OH,Ross,Ross County,114,0,31,3,80,"1,071",270,676,125,17,2387,76666,31.13505335
1836,COLORADO,CO,Routt,Routt County,13,0,4,0,9,45,14,28,3,1,117,25638,4.563538498
1837,KENTUCKY,KY,Rowan,Rowan County,7,0,0,1,6,72,26,35,11,1,159,24460,6.500408831
1838,TEXAS,TX,Runnels5,Runnels County,1,0,0,0,1,15,7,8,0,0,32,10264,3.117692907
1839,KANSAS,KS,Rush,Rush County,3,0,0,0,3,54,17,31,6,0,114,3036,37.54940711
1840,WISCONSIN,WI,Rusk,Rusk County,16,1,7,1,7,36,13,19,4,1,105,14178,7.405840034
1841,TEXAS,TX,Rusk,Rusk County,65,0,7,2,56,536,207,279,50,10,1212,54406,22.27695475
1842,KANSAS,KS,Russell,Russell County,29,0,2,1,26,45,14,25,6,0,148,6856,21.58693116
1843,KENTUCKY,KY,Russell,Russell County,9,0,0,0,9,13,4,8,1,0,44,17923,2.454946159
1844,ALABAMA,AL,Russell,Russell County,40,2,9,6,23,268,70,158,40,0,616,57961,10.62783596
1845,VIRGINIA,VA,Russell,Russell County,44,1,19,1,23,209,58,142,9,3,509,26586,19.14541488
1846,NORTH CAROLINA,NC,Rutherford,Rutherford County,,2,,4,108,915,492,322,101,10,1954,67029,29.15156126
1847,TENNESSEE,TN,Rutherford8,Rutherford County,191,6,17,7,161,,99,451,,7,939,332285,2.825887416
1848,VERMONT,VT,Rutland,Rutland County,2,0,0,0,2,8,1,7,0,0,20,58191,0.343695761
1849,TEXAS,TX,Sabine,Sabine County,36,0,5,0,31,126,61,51,14,1,325,10542,30.82906469
1850,LOUISIANA,LA,Sabine,Sabine County,16,2,3,0,11,229,12,214,3,0,490,23884,20.51582649
1851,CALIFORNIA,CA,Sacramento,Sacramento County,"2,351",28,195,617,"1,511","7,909","2,119","5,586",204,75,20595,1552058,13.26947833
1852,MAINE,ME,Sagadahoc,Sagadahoc County,4,0,1,0,3,112,26,83,3,0,232,35856,6.470325747
1853,MICHIGAN,MI,Saginaw,Saginaw County,115,4,30,6,75,504,77,406,21,2,1240,190539,6.507854035
1854,NEW JERSEY,NJ,Salem,Salem County,0,0,0,0,0,0,0,0,0,0,0,62385,0
1859,ILLINOIS,IL,Saline,Saline County,31,0,0,1,30,127,30,83,14,3,319,23491,13.57966881
1858,ARKANSAS,AR,Saline,Saline County,193,0,40,12,141,843,326,395,122,7,2079,122437,16.98016123
1857,KANSAS,KS,Saline,Saline County,26,1,3,0,22,106,31,65,10,3,267,54224,4.924018885
1856,NEBRASKA,NE,Saline,Saline County,13,0,3,0,10,34,7,22,5,0,94,14224,6.608548931
1855,MISSOURI,MO,Saline,Saline County,7,0,0,0,7,66,20,40,6,1,147,22761,6.458415711
1860,SOUTH CAROLINA,SC,Saluda,Saluda County,39,0,2,4,33,193,64,110,19,1,465,20473,22.7128413
1861,NORTH CAROLINA,NC,Sampson,Sampson County,,3,,17,96,854,424,344,86,6,1830,63531,28.80483543
1862,TEXAS,TX,San Augustine,San Augustine County,21,0,3,1,17,52,22,23,7,1,147,8237,17.84630327
1863,CALIFORNIA,CA,San Benito,San Benito County,51,0,4,8,39,152,62,83,7,0,406,62808,6.464144695
1864,CALIFORNIA,CA,San Bernardino,San Bernardino County,"1,054",13,139,179,723,"4,809","1,357","2,329","1,123",65,11791,2180085,5.408504714
1865,CALIFORNIA,CA,San Diego,San Diego County,"1,523",13,114,225,"1,171","4,533",950,"2,768",815,48,12160,3338330,3.642539833
1866,TEXAS,TX,San Jacinto,San Jacinto County,42,0,16,2,24,360,144,168,48,0,804,28859,27.85959319
1867,CALIFORNIA,CA,San Joaquin,San Joaquin County,757,6,29,179,543,"2,729",779,"1,823",127,19,6991,762148,9.172759097
1868,NEW MEXICO,NM,San Juan,San Juan County,764,0,55,12,697,774,217,481,76,,3076,123958,24.81485664
1869,COLORADO,CO,San Juan,San Juan County,1,0,0,0,1,3,0,2,1,0,8,728,10.98901099
1870,CALIFORNIA,CA,San Luis Obispo,San Luis Obispo County,115,1,23,7,84,"1,083",394,670,19,4,2400,283111,8.477240376
1871,CALIFORNIA,CA,San Mateo,San Mateo County,310,3,77,78,152,"2,840",335,"2,124",381,11,6311,766573,8.232744957
1872,NEW MEXICO,NM,San Miguel,San Miguel County,0,0,0,0,0,0,0,0,0,,0,27277,0
1873,COLORADO,CO,San Miguel,San Miguel County,3,0,0,0,3,3,1,0,2,1,13,8179,1.589436361
1874,TEXAS,TX,San Patricio,San Patricio County,41,3,0,1,37,258,71,167,20,0,598,66730,8.961486588
1875,TEXAS,TX,San Saba,San Saba County,8,0,0,0,8,34,25,7,2,0,84,6055,13.87283237
1876,SOUTH DAKOTA,SD,Sanborn,Sanborn County,1,0,0,0,1,9,5,4,0,1,21,2344,8.959044369
1877,MONTANA,MT,Sanders,Sanders County,14,1,7,2,4,32,2,21,9,1,93,12113,7.677701643
1878,NEW MEXICO,NM,Sandoval,Sandoval County,110,0,1,2,107,113,45,64,4,,446,146748,3.039223703
1879,ILLINOIS,IL,Sangamon,Sangamon County,181,1,19,13,148,724,217,427,80,2,1812,194672,9.307964165
1880,MICHIGAN,MI,Sanilac,Sanilac County,52,2,11,1,38,122,47,58,17,4,352,41170,8.549914987
1881,UTAH,UT,Sanpete,Sanpete County,15,0,5,0,10,142,27,102,13,1,315,30939,10.18132454
1882,CALIFORNIA,CA,Santa Barbara,Santa Barbara County,229,3,25,22,179,"1,208",336,848,24,3,2877,446499,6.443463479
1883,CALIFORNIA,CA,Santa Clara,Santa Clara County,321,1,41,31,248,"1,421",213,974,234,0,3484,1927852,1.807192668
1885,CALIFORNIA,CA,Santa Cruz,Santa Cruz County,297,3,34,45,215,"1,807",432,"1,354",21,10,4218,273213,15.43850402
1884,ARIZONA,AZ,Santa Cruz,Santa Cruz County,5,2,2,0,1,145,34,80,31,0,300,46498,6.451890404
1886,NEW MEXICO,NM,Santa Fe,Santa Fe County,108,0,8,9,91,430,229,201,0,,1076,150358,7.156253741
1887,FLORIDA,FL,Santa Rosa,Santa Rosa County,235,1,54,13,167,"1,513",336,"1,079",98,5,3501,184313,18.994862
1888,FLORIDA,FL,Sarasota,Sarasota County,466,3,20,53,390,"4,182",605,"3,381",196,9,9305,433742,21.45284524
1889,NEW YORK,NY,Saratoga,Saratoga County,79,0,13,4,62,"1,095",136,935,24,3,2351,229863,10.22783136
1890,NORTH DAKOTA,ND,Sargent,Sargent County,2,0,0,0,2,17,1,14,2,0,38,3898,9.74858902
1891,NEBRASKA,NE,Sarpy,Sarpy County,51,0,13,6,32,703,83,546,74,1,1509,187196,8.061069681
1892,WISCONSIN,WI,Sauk,Sauk County,26,0,12,2,12,282,53,219,10,0,616,64442,9.558983272
1893,NEBRASKA,NE,Saunders,Saunders County,6,0,4,0,2,66,33,27,6,1,145,21578,6.719807211
1894,WISCONSIN,WI,Sawyer,Sawyer County,13,0,0,1,12,135,28,90,17,2,298,16558,17.99734267
1895,NEW YORK,NY,Schenectady,Schenectady County,1,0,0,0,1,18,1,15,2,0,38,155299,0.244689277
1896,TEXAS,TX,Schleicher,Schleicher County,0,0,0,0,0,27,3,21,3,0,54,2793,19.33404941
1897,GEORGIA,GA,Schley,Schley County,4,1,0,0,3,11,2,8,1,2,32,5257,6.087121933
1898,NEW YORK,NY,Schoharie,Schoharie County,5,0,1,1,3,27,3,24,0,0,64,30999,2.064582728
1899,MICHIGAN,MI,Schoolcraft,Schoolcraft County,0,0,0,0,0,2,1,1,0,0,4,8094,0.49419323
1900,ILLINOIS,IL,Schuyler,Schuyler County,3,0,1,0,2,2,0,2,0,0,10,6768,1.477541371
1901,NEW YORK,NY,Schuyler,Schuyler County,8,0,1,0,7,15,1,11,3,0,46,17807,2.583253777
1902,MISSOURI,MO,Schuyler,Schuyler County,3,0,2,0,1,52,10,33,9,1,111,4660,23.81974249
1903,PENNSYLVANIA,PA,Schuylkill,Schuylkill County,0,0,0,0,0,0,0,0,0,0,0,141359,0
1904,OHIO,OH,Scioto,Scioto County,58,0,12,13,33,882,240,539,103,14,1894,75314,25.14804684
1905,MISSOURI,MO,Scotland,Scotland County,2,0,1,0,1,20,2,17,1,1,45,4902,9.179926561
1906,ILLINOIS,IL,Scott,Scott County,1,0,1,0,0,15,7,7,1,0,32,4951,6.463340739
1907,KENTUCKY,KY,Scott,Scott County,10,0,1,5,4,157,37,99,21,0,334,57004,5.859237948
1908,TENNESSEE,TN,Scott,Scott County,40,0,0,0,40,157,46,92,19,0,394,22068,17.85390611
1909,INDIANA,IN,Scott,Scott County,9,0,7,1,1,192,45,137,10,,402,23873,16.83910694
1910,MINNESOTA,MN,Scott,Scott County,9,1,2,0,6,139,21,112,6,0,296,149013,1.986403871
1911,ARKANSAS,AR,Scott,Scott County,24,0,4,0,20,67,31,33,3,0,182,10281,17.70255812
1912,VIRGINIA,VA,Scott,Scott County,21,1,6,3,11,183,44,121,18,5,413,21566,19.1505147
1913,NEBRASKA,NE,Scotts Bluff,Scotts Bluff County,14,0,4,0,10,74,10,56,8,0,176,35618,4.941321804
1914,TEXAS,TX,Scurry,Scurry County,7,0,2,0,5,27,10,15,2,0,68,16703,4.071124948
1915,ARKANSAS,AR,Searcy,Searcy County,23,1,6,0,16,30,9,17,4,1,107,7881,13.57695724
1916,ARKANSAS,AR,Sebastian,Sebastian County,53,0,9,1,43,212,80,122,10,2,532,127827,4.161875034
1917,COLORADO,CO,Sedgwick,Sedgwick County,0,0,0,0,0,5,2,2,1,0,10,2248,4.448398577
1918,KANSAS,KS,Sedgwick,Sedgwick County,134,4,11,9,110,528,169,275,84,6,1330,516042,2.577309599
1919,GEORGIA,GA,Seminole,Seminole County,10,1,1,0,8,64,13,48,3,1,149,8090,18.41779975
1920,FLORIDA,FL,Seminole,Seminole County,538,8,99,50,381,"2,573",491,"1,922",160,3,6225,471826,13.193423
1921,OKLAHOMA,OK,Seminole,Seminole County,38,0,3,1,34,274,104,130,40,0,624,24258,25.72347267
1922,NEW YORK,NY,Seneca,Seneca County,8,0,0,1,7,50,3,45,2,0,116,34016,3.410159925
1923,TENNESSEE,TN,Sequatchie,Sequatchie County,33,0,2,0,31,136,24,75,37,3,341,15026,22.69399707
1924,OKLAHOMA,OK,Sequoyah,Sequoyah County,82,0,10,1,71,312,129,157,26,4,792,41569,19.05265943
1925,ARKANSAS,AR,Sevier,Sevier County,19,0,5,0,14,103,32,64,7,3,247,17007,14.52343153
1926,TENNESSEE,TN,Sevier,Sevier County,208,1,23,4,180,893,225,525,143,2,2204,98250,22.43256997
1927,UTAH,UT,Sevier,Sevier County,12,0,4,1,7,124,29,84,11,0,272,21620,12.58094357
1928,KANSAS,KS,Seward,Seward County,3,0,1,0,2,12,3,6,3,0,30,21428,1.400037334
1929,NEBRASKA,NE,Seward,Seward County,8,0,3,0,5,36,7,20,9,1,89,17284,5.149271002
1930,MISSOURI,MO,Shannon,Shannon County,10,0,0,0,10,24,8,13,3,2,70,8166,8.572128337
1931,CALIFORNIA,CA,Shasta,Shasta County,477,10,44,19,404,972,477,446,49,40,2938,180080,16.31497112
1932,WISCONSIN,WI,Shawano,Shawano County,42,0,21,1,20,308,88,199,21,0,700,40899,17.11533289
1933,KANSAS,KS,Shawnee,Shawnee County,93,0,7,6,80,956,230,607,119,10,2108,176875,11.9180212
1934,WISCONSIN,WI,Sheboygan,Sheboygan County,42,0,16,1,25,310,40,256,14,1,705,115340,6.112363447
1940,TENNESSEE,TN,Shelby,Shelby County,706,2,34,74,596,"2,700",637,"1,759",304,9,6821,937166,7.278326358
1938,INDIANA,IN,Shelby,Shelby County,51,0,7,1,43,181,53,97,31,1,465,44729,10.39593999
1939,OHIO,OH,Shelby,Shelby County,14,0,6,1,7,120,14,96,10,0,268,48590,5.515538177
1936,KENTUCKY,KY,Shelby,Shelby County,17,0,1,4,12,253,46,189,18,0,540,49024,11.01501305
1935,ILLINOIS,IL,Shelby,Shelby County,5,0,5,0,0,41,20,20,1,1,93,21634,4.298788943
1937,MISSOURI,MO,Shelby,Shelby County,0,0,0,0,0,15,1,10,4,0,30,5930,5.059021922
1941,VIRGINIA,VA,Shenandoah,Shenandoah County,49,0,23,1,25,210,37,161,12,0,518,43616,11.87637564
1942,MINNESOTA,MN,Sherburne,Sherburne County,28,0,12,2,14,290,37,232,21,0,636,97238,6.540652831
1946,MONTANA,MT,Sheridan,Sheridan County,8,0,1,0,7,36,6,28,2,0,88,3309,26.5941372
1943,NORTH DAKOTA,ND,Sheridan,Sheridan County,0,0,0,0,0,11,2,9,0,0,22,1315,16.73003802
1944,NEBRASKA,NE,Sheridan,Sheridan County,8,0,0,0,8,54,10,30,14,,124,5246,23.63705681
1945,WYOMING,WY,Sheridan,Sheridan County,3,0,1,0,2,31,4,25,2,0,68,30485,2.230605216
1949,KANSAS,KS,Sherman,Sherman County,0,0,0,0,0,1,0,1,0,0,2,5917,0.338009126
1950,OREGON,OR,Sherman,Sherman County,1,0,0,0,1,50,7,36,7,2,104,1780,58.42696629
1947,NEBRASKA,NE,Sherman,Sherman County,0,0,0,0,0,8,0,6,2,0,16,3001,5.331556148
1948,TEXAS,TX,Sherman,Sherman County,1,0,1,0,0,4,4,0,0,0,10,3022,3.309066843
1951,MICHIGAN,MI,Shiawassee,Shiawassee County,18,0,5,0,13,167,35,112,20,0,370,68122,5.431431843
1952,IDAHO,ID,Shoshone,Shoshone County,18,0,3,0,15,146,41,99,6,0,328,12882,25.4618848
1953,MINNESOTA,MN,Sibley,Sibley County,1,0,0,0,1,3,0,3,0,0,8,14865,0.538176926
1954,NEW MEXICO,NM,Sierra,Sierra County,23,0,2,1,20,64,29,31,4,,174,10791,16.12454823
1955,CALIFORNIA,CA,Sierra,Sierra County,5,0,1,0,4,22,9,11,2,0,54,3005,17.97004992
1956,MONTANA,MT,Silver Bow,Silver Bow County,173,0,11,9,153,"1,847",235,"1,399",213,9,4049,34915,115.9673493
1957,KENTUCKY,KY,Simpson,Simpson County,7,0,1,2,4,48,24,19,5,0,110,18572,5.92289468
1958,NORTH DAKOTA,ND,Sioux,Sioux County,0,0,0,0,0,1,0,1,0,0,2,4230,0.472813239
1959,CALIFORNIA,CA,Siskiyou,Siskiyou County,73,2,6,0,65,172,101,56,15,0,490,43539,11.25427777
1960,WASHINGTON,WA,Skagit,Skagit County,70,2,10,12,46,886,257,545,84,6,1918,129205,14.84462676
1961,WASHINGTON,WA,Skamania,Skamania County,14,0,5,0,9,108,29,60,19,0,244,12083,20.19366051
1962,NORTH DAKOTA,ND,Slope,Slope County,0,0,0,0,0,0,0,0,0,0,0,750,0
1963,TENNESSEE,TN,Smith,Smith County,25,0,4,0,21,174,48,103,23,2,400,20157,19.84422285
1964,KANSAS,KS,Smith,Smith County,2,1,0,0,1,5,1,2,2,0,14,3583,3.907340218
1965,TEXAS,TX,Smith,Smith County,272,8,55,7,202,"1,345",409,747,189,3,3237,232751,13.90756646
1966,VIRGINIA,VA,Smyth,Smyth County,26,0,10,2,14,205,21,163,21,3,465,30104,15.4464523
1967,WASHINGTON,WA,Snohomish,Snohomish County,606,2,97,106,401,"4,807","1,066","2,917",824,36,10862,822083,13.21277779
1968,PENNSYLVANIA,PA,Snyder,Snyder County,0,0,0,0,0,0,0,0,0,0,0,40372,0
1969,NEW MEXICO,NM,Socorro,Socorro County,19,1,4,1,13,70,18,42,10,,178,16637,10.6990443
1970,CALIFORNIA,CA,Solano,Solano County,147,2,11,14,120,396,153,140,103,14,1100,447643,2.457315316
1971,MAINE,ME,Somerset,Somerset County,26,1,11,5,9,334,83,225,26,0,720,50484,14.26194438
1972,NEW JERSEY,NJ,Somerset,Somerset County,0,0,0,0,0,0,0,0,0,0,0,328934,0
1973,MARYLAND,MD,Somerset,Somerset County,31,0,1,0,30,42,10,32,0,0,146,25616,5.699562773
1974,TEXAS,TX,Somervell,Somervell County,5,1,1,1,2,35,6,28,1,0,80,9128,8.764241893
1975,CALIFORNIA,CA,Sonoma,Sonoma County,516,4,64,42,406,"1,080",340,734,6,13,3205,494336,6.483444459
1976,VIRGINIA,VA,Southampton,Southampton County,19,2,9,5,3,171,35,121,15,0,380,17631,21.55294651
1977,GEORGIA,GA,Spalding,Spalding County,134,0,3,16,115,810,180,538,92,0,1888,66703,28.30457401
1978,SOUTH CAROLINA,SC,Spartanburg,Spartanburg County,986,20,54,95,817,"4,149","1,217","2,619",313,33,10303,319785,32.21852182
1979,KENTUCKY,KY,Spencer,Spencer County,0,0,0,0,0,70,27,39,4,0,140,19351,7.234768229
1980,WASHINGTON,WA,Spokane,Spokane County,220,3,63,22,132,"3,488",722,"2,508",258,8,7424,522798,14.20051339
1981,VIRGINIA,VA,Spotsylvania,Spotsylvania County,221,1,37,35,148,"1,458",169,"1,202",87,1,3359,136215,24.65954557
1982,LOUISIANA,LA,St. Bernard,St. Bernard County,116,3,5,36,72,"1,514",215,"1,218",81,11,3271,47244,69.23630514
1983,MISSOURI,MO,St. Charles,St. Charles County,119,2,11,10,96,729,150,517,62,4,1700,402022,4.228624304
1984,MISSOURI,MO,St. Charles,St. Charles County,0,0,0,0,0,0,0,0,0,0,0,402022,0
1985,LOUISIANA,LA,St. Charles,St. Charles County,151,2,5,22,122,838,185,598,55,3,1981,53100,37.30696798
1988,ALABAMA,AL,St. Clair,St. Clair County,221,1,11,1,208,416,130,255,31,0,1274,89512,14.23272857
1986,ILLINOIS,IL,St. Clair,St. Clair County,111,2,19,9,81,844,213,563,68,7,1917,259686,7.381992098
1987,MICHIGAN,MI,St. Clair,St. Clair County,242,1,40,4,197,684,165,467,52,10,1862,159128,11.70127193
1989,WISCONSIN,WI,St. Croix,St. Croix County,25,1,3,1,20,259,58,188,13,2,570,90687,6.285355123
1990,ARKANSAS,AR,St. Francis,St. Francis County,22,0,4,2,16,277,67,210,0,1,599,24994,23.96575178
1991,MISSOURI,MO,St. Francois,St. Francois County,62,1,1,1,59,261,42,149,70,3,649,67215,9.655582831
1992,LOUISIANA,LA,St. Helena,St. Helena County,43,5,1,2,35,106,46,51,9,0,298,10132,29.41176471
1993,LOUISIANA,LA,St. James,St. James County,43,0,3,2,38,295,51,216,28,0,676,21096,32.04398938
1994,LOUISIANA,LA,St. John the Baptist,St. John the Baptist County,101,4,4,32,61,951,221,672,58,2,2106,42837,49.16310666
1995,FLORIDA,FL,St. Johns,St. Johns County,257,4,27,24,202,"2,249",304,"1,767",178,2,5014,264672,18.94420264
1996,MICHIGAN,MI,St. Joseph,St. Joseph County,84,1,11,0,72,225,72,133,20,5,623,60964,10.21914573
1997,LOUISIANA,LA,St. Landry,St. Landry County,146,1,9,7,129,996,541,383,72,0,2284,82124,27.81160197
1998,NEW YORK,NY,St. Lawrence,St. Lawrence County,12,0,1,1,10,39,8,28,3,1,103,107740,0.956005198
1999,MINNESOTA,MN,St. Louis,St. Louis County,38,1,14,4,19,674,231,376,67,6,1430,199070,7.183402823
2000,MISSOURI,MO,St. Louis,St. Louis County,"1,834",37,174,342,"1,281","7,508","1,305","5,211",992,75,18759,994205,18.86834204
2001,FLORIDA,FL,St. Lucie,St. Lucie County,282,9,48,35,190,"1,312",249,976,87,1,3189,328297,9.71376528
2002,LOUISIANA,LA,St. Martin,St. Martin County,116,4,18,7,87,652,141,467,44,0,1536,53431,28.7473564
2003,LOUISIANA,LA,St. Mary,St. Mary County,131,1,13,18,99,706,151,510,45,3,1677,49348,33.98314015
2004,MARYLAND,MD,St. Mary's,St. Mary's County,221,2,26,53,140,"1,698",418,"1,217",63,6,3844,113510,33.86485772
2005,LOUISIANA,LA,St. Tammany,St. Tammany County,210,8,30,25,147,"1,455",262,"1,078",115,3,3333,260419,12.79860532
2006,KANSAS,KS,Stafford,Stafford County,5,0,0,0,5,32,15,13,4,0,74,4156,17.80558229
2007,VIRGINIA,VA,Stafford,Stafford County,302,5,72,31,194,"1,558",110,"1,379",69,6,3726,152882,24.37173768
2008,CALIFORNIA,CA,Stanislaus,Stanislaus County,435,13,31,133,258,"1,735",614,"1,053",68,18,4358,550660,7.914139396
2009,SOUTH DAKOTA,SD,Stanley,Stanley County,2,0,1,0,1,12,5,4,3,0,28,3098,9.03808909
2010,NEBRASKA,NE,Stanton,Stanton County,9,0,0,0,9,32,4,26,2,,82,5920,13.85135135
2011,ILLINOIS,IL,Stark,Stark County,9,0,1,0,8,44,10,31,3,1,107,5342,20.02995133
